payment_id,user_id,amount,payment_date,status
eb31d406-b34b-4c85-91a9-f37b5a37ad8c,4b329264-1577-43c1-a39e-f96fd26df36e,597.47,2024-02-14,Failed
e32747af-2871-4a63-a72d-c639618a7137,9bd9f81f-f556-44b5-b0b7-316d2b5f3828,861.6,2024-06-03,Pending
0ab88ceb-3f5f-48d0-a1bc-e173c1c6451f,9bd9f81f-f556-44b5-b0b7-316d2b5f3828,929.19,2024-07-21,Failed
83624bc5-4459-444e-936f-850a1f0bd444,b21786fa-f048-4434-aaaf-ee2bf560f65d,115.69,2024-05-22,Pending
3818d897-bac1-4142-8be4-b14683b1ab43,55ab7160-3f94-47ac-a44f-4c6e0a5d2837,30.97,2024-06-27,Pending
92781cd6-ff7f-4ab4-9936-4dad5e14c8f7,86880ad1-de45-45f4-b7dd-a468ee90cb81,873.91,2024-02-01,Pending
0952f35a-d924-4392-9938-9413a5ea80cd,bf312e20-dd41-43d1-bb34-b6e3aa49839f,684.22,2024-01-11,Pending
2fb5e256-019e-42c2-bb75-d5fa82bb3ea5,35ff309d-efe7-4d04-9052-7c89ab29b50d,912.64,2024-04-24,Pending
d36e7229-f20e-45f2-934c-83de8b129f24,f03a6b48-0c1c-41ac-85f9-d39478d7f952,604.65,2024-08-18,Failed
51d67da3-c199-4ea4-a228-58000aedad6a,8a0da040-3ec8-42f4-bc9a-a6389ad8eb7b,712.18,2024-06-27,Pending
100e33fb-b058-4163-9498-2fe95867992f,55ab7160-3f94-47ac-a44f-4c6e0a5d2837,124.79,2024-07-06,Pending
eb706d15-9e09-4140-a342-e80b45f23b8f,35737ad7-762d-4b97-bb1e-f80b63d9a296,920.38,2024-08-20,Failed
10a4c28a-7a23-4d1e-85bf-34b7b18d9301,49a960f3-21e3-45e6-bdd8-12d351b98695,937.14,2024-07-09,Failed
019dac2b-31d5-4b0f-a76d-de35f1f063f3,6c3f170d-6e55-4343-be9d-b0bd4e56dd6a,181.85,2024-07-26,Failed
9b77e252-dee9-4006-99a2-66d45c32aa7a,b16d76db-e24f-4902-89c8-ed215a106c00,329.73,2024-02-11,Failed
ca87a87a-c34c-4804-a566-032263850ea5,11aea08e-9d38-4dde-a70c-aad046464b19,777.37,2024-03-15,Failed
84170d94-82f3-49e6-b587-203460e5dd90,3a3ed955-1e2c-4c0e-90f3-1061d55f6faf,278.58,2024-04-24,Failed
e22eddc6-54ff-4f07-93c2-51c2b875578f,acb1a36d-60ee-4f61-89d8-33690b596b63,871.76,2024-04-19,Failed
71a0bad3-60ae-46be-bff4-d5b27221daec,8a0da040-3ec8-42f4-bc9a-a6389ad8eb7b,708.56,2024-04-04,Failed
60f69cf1-a770-4579-8564-992f2cbfa55b,40ff4ed3-3ee1-42fd-bac9-b630b7d12a78,50.25,2024-05-09,Completed
4461ed59-584b-418e-b875-6ac85c295ca5,eb0e3d92-2a31-47af-acd7-25ede337ccc0,859.68,2024-08-18,Failed
62a06697-7883-4843-ac06-41c01d96eb50,6fb7691c-fbf9-4381-8ef5-3aac27255399,901.59,2024-05-13,Pending
5b37531d-7ff7-42bf-a2c0-9c6daca3a277,79523354-7cc5-402a-a41a-6c332fd3362c,697.78,2024-01-25,Failed
96de0214-cda5-41f1-8b88-664df500aed7,46ee88a5-c7ad-42a4-a261-c843ae8728b0,835.72,2024-03-10,Pending
8e8c99a6-9229-45c1-99d2-ab850b126d86,529bdbc0-09b3-45c8-b8f4-5b0ca0f45e84,934.85,2024-04-20,Completed
3c89c864-2c3b-4334-8f2b-84aa1d028d99,49a9312b-997d-4682-b6c9-de814396bc30,24.32,2024-02-26,Failed
73818210-4cc7-41ec-a12c-2aac60f6a67a,a27a0e31-c3cc-426b-a3bd-4288f3c74d53,882.62,2024-08-22,Completed
d77154a0-34cb-4f48-babe-de86bdc6e2fa,a27a0e31-c3cc-426b-a3bd-4288f3c74d53,280.86,2024-06-10,Pending
0f6abb3b-e2d4-46b4-aadf-c5a83c9fdc55,12d845e9-22a2-4cb5-bef5-2121c7eae759,251.65,2024-01-11,Pending
3d8a759b-397b-494c-a23b-588725f26e14,b036ba94-affc-4fab-af4d-8907944b6a54,506.05,2024-02-17,Pending
465e4220-d784-4ca5-b957-d0d7fcc0ce3d,4a1f0708-8dbd-4b3c-8de2-f950e4cc024c,366.19,2024-01-06,Completed
5f35d4aa-52ec-4500-8418-f3775f218724,c74eea87-b211-4952-bf81-8d5860d443f4,809.51,2024-06-06,Failed
461efd9c-6e7d-4a57-97c8-e83569a7b6ac,6f37dd72-ba84-4701-84cc-bf44f7f3809a,602.92,2024-05-13,Pending
9fbf8ebc-281c-4de3-8623-886c523736a8,c3d03bca-8ba0-431b-9bc5-4024f1cf8765,312.63,2024-03-30,Completed
1b1be67a-a177-4894-a68e-46ffb1bf13ac,074d1e29-1806-4f4d-92b7-c8b08e72dead,449.84,2024-05-12,Pending
fde2f32b-ab9e-41f7-80c5-fa7eac85bb34,b2d07241-6084-4fcd-a003-db2429b7437f,55.53,2024-04-03,Failed
d2d36334-ec02-41ec-b837-0dc77ee4578d,f881da73-2d0d-47f5-96d0-2117b165bec2,733.16,2024-04-01,Completed
e9db05ba-4dc9-43c9-8230-c9f06468b1db,c9bff789-e136-4e3b-b8b7-46734964a1d5,203.56,2024-06-03,Completed
f6fe909a-7601-4b11-9637-cd0865cd1815,c74eea87-b211-4952-bf81-8d5860d443f4,832.4,2024-07-18,Completed
524cc54f-9d10-4d75-8655-3f6d222fa4ba,216c88e1-abe0-4dc3-9e47-5406d5a6f788,330.08,2024-05-29,Pending
232bfbc5-efa5-49af-9fac-54e45f7cb539,0671681b-b013-4cb0-acbd-40eeb0563e0d,425.53,2024-01-01,Pending
e01cb699-9f5a-437b-baa4-2ed058f036ac,c74eea87-b211-4952-bf81-8d5860d443f4,260.17,2024-07-22,Pending
dbcb47fe-a88d-4ca5-ba59-fbb088424ffd,1d2ef168-1264-4001-857d-7f970e8544e5,479.61,2024-05-21,Failed
d3f88767-9efa-4060-9a46-c89f3e92a62f,0671681b-b013-4cb0-acbd-40eeb0563e0d,708.16,2024-02-10,Failed
4240470b-15d7-4e2a-a487-f2e861e6a70a,8d447dfe-33c9-475a-9bd4-aa5bad5cdcb8,931.34,2024-05-14,Completed
0c6382de-1507-4973-8ca9-f43daccb1a46,c3d03bca-8ba0-431b-9bc5-4024f1cf8765,759.2,2024-02-04,Completed
93f4af85-37ea-4fa8-af28-69d7aae88233,194683d1-3e26-45f0-bf47-8e536c29973b,218.14,2024-03-20,Pending
7984b863-ca9d-47a3-aa4e-2c67ebfa3cea,54dec951-3050-418f-ba08-93f21c89f2a6,959.31,2024-02-11,Pending
980f56e7-fe4e-43b6-914e-5df48c25de40,47f44367-480c-4e29-9035-a193c7dea772,712.83,2024-05-03,Failed
4ac62fa9-7978-40a4-8960-95e2969ae7d8,5a04b690-cf24-4e84-8168-b912d39b539f,572.52,2024-03-06,Completed
655bc0a1-793b-4a66-ab08-87801e80d2c8,8d447dfe-33c9-475a-9bd4-aa5bad5cdcb8,65.45,2024-01-05,Pending
c1a33bcf-fb8f-4705-a412-b2c6e80704a8,d3ecfbb5-5633-4795-af94-f6bc56856469,90.29,2024-07-06,Pending
59939541-a0d7-470f-a743-95c49b3e02f8,46ee88a5-c7ad-42a4-a261-c843ae8728b0,664.12,2024-06-28,Failed
84d75de1-d924-4a24-b506-a310fc6d439d,35ff309d-efe7-4d04-9052-7c89ab29b50d,996.18,2024-04-21,Failed
2235cdc0-7385-4b46-88c9-c1ce65616918,2ee53fb4-8246-4425-b7d9-e02df0b32d65,151.32,2024-07-18,Failed
ed603f49-a731-4399-91b8-15a413bdfd05,a8e99c95-7edd-4a71-9d4b-783619152bb3,739.89,2024-07-21,Completed
361ec2cd-1fff-483c-a920-b08d16b5a691,36dfb287-d549-4864-b9a5-807d8b799172,887.81,2024-02-29,Failed
fd721960-b445-4f6b-bc1f-6e8eeac17652,00ee2633-64ab-4d53-9d96-689b4a2d0e1e,525.66,2024-06-29,Completed
d32305a9-e920-44e0-a608-96fee5ee8f60,0e7e73d7-8311-464b-b77b-623ea1ea00c4,158.67,2024-08-15,Pending
d41730a5-40fd-4c92-93a4-1040711f5ff4,46ee88a5-c7ad-42a4-a261-c843ae8728b0,95.93,2024-08-08,Failed
20c148c8-ba62-4b50-8f02-fddcecd6086e,0e7e73d7-8311-464b-b77b-623ea1ea00c4,133.35,2024-04-23,Completed
cb4dff1f-bb22-4266-a8ca-401fe5171d0b,b21786fa-f048-4434-aaaf-ee2bf560f65d,364.36,2024-01-21,Completed
f41cc1c8-32ec-4fc3-890c-d3f210cbb985,5a04b690-cf24-4e84-8168-b912d39b539f,247.14,2024-04-06,Pending
4b6d460a-3006-4f90-8806-d389f91b7c17,1007880f-cca8-4e03-8b19-77736e136c85,720.44,2024-06-24,Completed
5531bb9a-b425-4b87-9b6f-aee8b6d55600,4b329264-1577-43c1-a39e-f96fd26df36e,377.09,2024-07-02,Completed
f59e1ae9-2358-4c41-a230-6b0be3ab935a,49a960f3-21e3-45e6-bdd8-12d351b98695,396.31,2024-05-10,Failed
990d03ba-c4d2-42b1-af1d-febee21d9b94,5b55c2d5-28ae-4f58-955d-beadc50f2d3e,139.47,2024-02-29,Pending
c70e2c62-4d02-4870-82df-f206639585e7,c9c5061b-5cb0-4921-9b18-e4b65ed92fdd,465.74,2024-01-23,Pending
814ffa9a-53f0-4768-892e-c51d94fa8ecd,ad248e90-5244-497f-bd4c-f4e0a8316d50,21.14,2024-01-26,Failed
a54cb551-452c-46de-9ce8-f5bc3fa5f260,3612b05e-b718-41ee-90c8-effc8ee1cb25,449.69,2024-07-01,Pending
5fdb900c-b745-4ffc-af06-73f0559a28fa,a66e49ca-9058-46a2-aaff-7f6f20150174,948.91,2024-01-18,Completed
3707e01b-e03d-42d9-ba4e-e1d2b19687aa,6fb7691c-fbf9-4381-8ef5-3aac27255399,826.02,2024-03-01,Completed
e3082265-6042-4b1a-b683-a200bb0d183f,6c3f170d-6e55-4343-be9d-b0bd4e56dd6a,751.24,2024-01-20,Completed
01f0e7b6-4a6e-4c01-8335-4aa41c4f9bc2,2ee53fb4-8246-4425-b7d9-e02df0b32d65,960.64,2024-05-01,Failed
5cf57f6a-79e3-449b-a547-89d5d2a35674,8e9e50a9-7464-4ad5-b58e-921810a4b047,182.43,2024-02-21,Failed
adc19850-086d-421d-86d7-a352ad59923a,11aea08e-9d38-4dde-a70c-aad046464b19,497.25,2024-06-28,Completed
a8f69146-939c-4807-8c5b-a83fa384f578,4b329264-1577-43c1-a39e-f96fd26df36e,168.52,2024-01-12,Pending
d67b3fef-5a1c-4cfb-a656-76324f0a2555,db8e5638-82a9-416c-9502-6b6dcc1999c9,748.45,2024-07-19,Failed
f732a9e4-134e-420a-9ad2-ac23066d2667,0e7e73d7-8311-464b-b77b-623ea1ea00c4,928.36,2024-06-21,Completed
8e45acbf-e97d-4d05-8be9-1accbcb71bff,49a9312b-997d-4682-b6c9-de814396bc30,846.22,2024-07-31,Failed
572d680a-6eeb-4f2c-83f2-cfe84692d5bd,a27a0e31-c3cc-426b-a3bd-4288f3c74d53,893.3,2024-04-10,Completed
6457741e-f11b-4b43-96c6-251da68628af,55ab7160-3f94-47ac-a44f-4c6e0a5d2837,954.56,2024-03-17,Pending
b0c1b6c8-81b4-4a50-b02c-0e9ccc0e15cc,ad248e90-5244-497f-bd4c-f4e0a8316d50,329.01,2024-01-14,Failed
cf1de451-4a80-411b-b1ce-582124cbdeb0,a27a0e31-c3cc-426b-a3bd-4288f3c74d53,695.17,2024-02-26,Pending
72c8f74e-a15a-40fb-9db5-70c6a0a62141,ad248e90-5244-497f-bd4c-f4e0a8316d50,140.31,2024-02-28,Failed
f275aecf-5e48-418b-8c75-12df6cc8ab3b,d67c682a-736e-4a62-a212-3d8b50b96726,959.39,2024-04-30,Completed
663d1595-5ad3-4fba-bee8-f35dfa166156,4b329264-1577-43c1-a39e-f96fd26df36e,555.22,2024-08-18,Failed
b390fb88-163e-49de-804f-c157a35f7f47,40ff4ed3-3ee1-42fd-bac9-b630b7d12a78,661.64,2024-03-09,Pending
071e3eb4-1f6d-4767-b3ed-9fd8885151ac,e6eb2ce2-f526-4b3e-ac7f-c10df8235c6f,915.73,2024-05-30,Completed
c08d1aa5-0728-444f-baa9-ac23310f9edb,b4d8abd1-ccae-4661-92aa-d738219cfcc4,580.58,2024-02-16,Pending
06149b2f-5cc7-4202-acec-e3ff2f4dab4f,a8e99c95-7edd-4a71-9d4b-783619152bb3,93.31,2024-06-03,Pending
e42e2eb6-2873-4d12-96b9-b22f10e95e81,ad248e90-5244-497f-bd4c-f4e0a8316d50,726.29,2024-01-18,Failed
ab66c2fc-65fa-4817-b828-b65e0415ae3f,eb0e3d92-2a31-47af-acd7-25ede337ccc0,381.86,2024-01-01,Completed
230c0625-f31c-42e3-bda1-90c2a6925bdf,a86df357-0e6a-4276-a126-10b0172add5d,776.22,2024-02-18,Failed
d984c7e7-bc35-4d48-9d7f-05447a7ebd97,35ff309d-efe7-4d04-9052-7c89ab29b50d,155.72,2024-05-24,Failed
d058c8ef-ff4a-498f-b2fd-47aa22e072b3,79523354-7cc5-402a-a41a-6c332fd3362c,156.26,2024-03-05,Pending
4d9a54ed-3711-47cb-80a8-656ad060b54a,ad248e90-5244-497f-bd4c-f4e0a8316d50,183.45,2024-06-26,Failed
806d0b9d-6b8b-4bbd-b738-38efb5e15289,49a960f3-21e3-45e6-bdd8-12d351b98695,773.83,2024-08-21,Pending
c6417df7-44a5-418a-b08b-2e40d2ed300d,7ea444ca-4bf1-413b-9a0d-000400fb32c7,362.21,2024-03-24,Pending
24b55149-cfad-4de5-9e0f-64985e550137,749b1171-e55a-4dad-ab36-ad2dcde328ec,678.89,2024-03-22,Failed
5fa209e8-87a5-4abd-884f-4c58b61503b2,4608658e-3ad2-4387-9494-cd7677eab5af,77.83,2024-07-30,Completed
b598fe84-79dc-4cfe-a183-ee0a79c81543,c62fb39e-0c73-4c1c-af81-2164d128545a,446.9,2024-05-07,Completed
c2acd157-83a4-4032-958b-d046a1bc403e,49a960f3-21e3-45e6-bdd8-12d351b98695,277.19,2024-06-12,Failed
25d071ac-c14e-4781-809f-f40697ee0f16,7c6d1656-1a90-4fd7-90bc-186de92ab4e7,763.82,2024-05-30,Pending
babc6b9f-3a16-4cd0-9b06-b0eca769a5c5,5a04b690-cf24-4e84-8168-b912d39b539f,804.18,2024-07-18,Failed
60144466-9ce1-4369-b488-901b7693b652,31558e7a-6f8c-49c0-8ef1-d1a284e5bf44,681.1,2024-05-04,Completed
d0aaa6d6-c472-4fa9-8a7a-58d27e6208d2,eb0e3d92-2a31-47af-acd7-25ede337ccc0,38.54,2024-08-02,Completed
7854036d-1e3d-44f6-81b8-0e9c08462fb0,f7c35df5-f31c-401c-8ede-83cae49e292c,958.85,2024-08-17,Completed
73d7b6df-4d9f-4c6f-8fbe-708166230c06,49a960f3-21e3-45e6-bdd8-12d351b98695,983.09,2024-05-29,Pending
08d3559d-e2a7-4275-af2e-4b6e71e5e266,d163438b-7417-4737-89fa-fae5e45f4546,859.56,2024-07-22,Failed
7ce0f436-7996-42ff-9348-c2ae0d0a778f,a98d9008-ced5-4c52-a72e-dd97a825bd15,876.48,2024-04-18,Pending
e65803f5-397f-431c-b3e9-abfacf726ecc,5b55c2d5-28ae-4f58-955d-beadc50f2d3e,650.88,2024-05-06,Completed
085192b9-47ad-425a-9fa7-1b463b3e7c96,757ae8a5-0ad3-4f56-b20f-8413b5edc6c7,327.74,2024-03-12,Pending
3cc58b20-2c08-42c1-b8e7-07a2f9697289,f03a6b48-0c1c-41ac-85f9-d39478d7f952,834.05,2024-08-07,Failed
967adf6d-a917-4aab-8818-532de5c927a2,2862135f-02b7-414f-ab3b-e4c7a9926441,973.85,2024-08-16,Completed
25e33b13-74b2-4e41-af34-ed5fb3b20ced,54dec951-3050-418f-ba08-93f21c89f2a6,497.99,2024-07-23,Pending
c0d5ae7f-c0ff-4cd4-9fff-ab67c733ab87,6f37dd72-ba84-4701-84cc-bf44f7f3809a,553.36,2024-01-08,Completed
b320cd84-35d7-4e06-a5b1-8648feaf6dc7,7c6d1656-1a90-4fd7-90bc-186de92ab4e7,898.97,2024-02-23,Failed
2903e562-646b-470d-ad6d-169a4a07ef9f,3612b05e-b718-41ee-90c8-effc8ee1cb25,795.85,2024-04-23,Failed
d071a7ef-2916-4e45-b4f4-8cc35d31af47,79523354-7cc5-402a-a41a-6c332fd3362c,163.66,2024-08-14,Pending
d577aea2-4d82-4c85-a066-de2b6cf59544,46ee88a5-c7ad-42a4-a261-c843ae8728b0,413.21,2024-04-03,Failed
2c5f9632-e7a4-4c83-ab8e-d4f5ce160c06,148160e3-827b-4a0f-989b-d0f3f7d3385b,849.97,2024-08-14,Failed
41b60f89-38d7-48ce-93ff-f8a5fcff590b,cd4f8b16-ec37-4db8-88ca-b642d3c87ba2,904.75,2024-02-01,Completed
88203a22-83ae-44eb-a4fb-fbdcc02ff8fc,a27a0e31-c3cc-426b-a3bd-4288f3c74d53,323.65,2024-03-27,Completed
c682f757-b661-4ca2-9c34-ad85ef4b7dcc,9d9488ff-b216-4a7c-9d9b-51fc0d8000f1,231.11,2024-03-11,Pending
ab9ea6dc-3b53-4f2f-b970-c9149e2ac900,c9c534ca-b40b-473b-9eda-60d6a3c042bd,489.8,2024-01-24,Failed
556b7d41-1f1b-4726-a5f5-a3f90bea0aea,aa5398d6-8ce6-4346-92e6-4d0dc0c2df1e,133.56,2024-03-23,Pending
0472f7e4-39b4-425d-a525-55f450580643,a86df357-0e6a-4276-a126-10b0172add5d,111.6,2024-05-15,Failed
030a6ad1-41e5-4107-84f2-a2b6a00f6179,35ff309d-efe7-4d04-9052-7c89ab29b50d,808.59,2024-05-14,Failed
6613f30e-adaf-466a-89ae-3a301afffe0b,79523354-7cc5-402a-a41a-6c332fd3362c,652.7,2024-05-09,Failed
69b2c411-dc75-4d8b-820b-ba63e199954c,c3b2c4d5-6b09-4d05-885e-c8c0ac95b1f5,883.51,2024-03-04,Failed
775c170a-f8c9-435f-a32a-fd9eb2970bc6,3daf3ff6-9020-413f-92dd-79a4f8ca26d5,307.59,2024-05-30,Pending
3c1fb6ad-4809-4471-bce8-e4fedc8cbfb8,cc261703-5086-4178-8181-66bfffbd77ab,262.78,2024-05-24,Failed
3f786023-c295-4a33-9c59-b2feb6425080,5a04b690-cf24-4e84-8168-b912d39b539f,326.58,2024-08-10,Failed
3508bc1c-48a1-42ec-a1c8-6d78476dc41f,64be6ac6-112a-4621-9b4a-fef9f4da0b09,37.05,2024-01-10,Completed
b6051d5a-3922-49a5-9135-766ee4a446f8,f2f97e93-054b-4f74-a8c2-15dbe77cd588,14.03,2024-01-21,Completed
da14053d-e0c8-4a93-a1ff-a86bde0f4cf6,0e7e73d7-8311-464b-b77b-623ea1ea00c4,702.42,2024-06-04,Failed
319d3c23-00af-41e8-89e2-3713afbf68a6,749b1171-e55a-4dad-ab36-ad2dcde328ec,137.28,2024-06-15,Pending
96e325dd-5617-4769-8408-5c8db7cd4ad2,54dec951-3050-418f-ba08-93f21c89f2a6,154.71,2024-02-21,Completed
50e4f985-2171-454c-b10e-69ae6a93e08d,cd4f8b16-ec37-4db8-88ca-b642d3c87ba2,638.51,2024-06-01,Completed
cb78b371-cd3b-4fe2-bf59-819bc30f3754,3a3ed955-1e2c-4c0e-90f3-1061d55f6faf,660.06,2024-07-05,Completed
a63ce077-56c1-4218-953e-3a57f62701d2,47c8f166-453f-4148-8424-cb9f300c16b3,914.61,2024-03-27,Pending
7865e398-4e17-4a33-bae7-3fc3ebf1ab92,c3d03bca-8ba0-431b-9bc5-4024f1cf8765,365.28,2024-02-09,Failed
6a2788ea-55eb-4e59-864e-37b773ec9b6a,8d447dfe-33c9-475a-9bd4-aa5bad5cdcb8,853.24,2024-07-20,Failed
675a502a-7775-488a-be3e-3e7988b316d6,194683d1-3e26-45f0-bf47-8e536c29973b,979.67,2024-06-24,Failed
c02a3635-620c-46d3-b492-79884ffa8017,b21786fa-f048-4434-aaaf-ee2bf560f65d,630.19,2024-05-30,Failed
b14e6e16-8715-4df4-8259-e2b2d36ccad4,a98d9008-ced5-4c52-a72e-dd97a825bd15,630.72,2024-04-03,Completed
fca9db98-808b-4597-a56d-a9a8068f0b3d,12d845e9-22a2-4cb5-bef5-2121c7eae759,212.65,2024-08-01,Completed
19b0f124-a336-4ad9-aa0b-a4f487e82165,46ee88a5-c7ad-42a4-a261-c843ae8728b0,679.16,2024-06-21,Completed
d630602d-8b06-4edf-973d-d80913d30391,11aea08e-9d38-4dde-a70c-aad046464b19,14.15,2024-08-20,Completed
90c0ae72-d837-4694-bd02-dae70933cd08,11aea08e-9d38-4dde-a70c-aad046464b19,655.39,2024-04-05,Pending
ad26ada0-3c89-4446-9890-c1576c42b520,64be6ac6-112a-4621-9b4a-fef9f4da0b09,618.89,2024-05-01,Failed
3fa8253b-0713-40a5-9bc3-7e5943e05081,31558e7a-6f8c-49c0-8ef1-d1a284e5bf44,932.45,2024-08-21,Pending
d3603eb8-77af-4fc2-b1a1-0a250488d418,db8e5638-82a9-416c-9502-6b6dcc1999c9,810.2,2024-08-16,Failed
d581995d-82b4-4ed9-be77-8415045a7284,6c3f170d-6e55-4343-be9d-b0bd4e56dd6a,135.53,2024-08-23,Pending
1dfcac1d-9fa4-46e3-965d-574de0d1c842,a86df357-0e6a-4276-a126-10b0172add5d,504.43,2024-03-24,Completed
b3574308-156f-4ada-8af5-29581e602e02,b036ba94-affc-4fab-af4d-8907944b6a54,90.45,2024-04-24,Failed
0365bd96-e47d-4465-94d0-bb9fdb9fcbd5,f03a6b48-0c1c-41ac-85f9-d39478d7f952,339.42,2024-02-13,Completed
b4671842-7fff-4a7f-938a-6c2854f51f90,aa5398d6-8ce6-4346-92e6-4d0dc0c2df1e,547.46,2024-06-17,Failed
5ee2640b-d705-41ba-be23-3cb6cb2fa60e,9de6b619-b456-4b99-acd3-a8ad50623261,615.29,2024-03-17,Failed
0882684f-fbc8-4922-89c7-1393fbb7039a,c0902024-d478-4303-b590-e505ef1d823a,882.89,2024-05-17,Failed
0fa1b105-2782-40f4-a949-6272973fc612,5a04b690-cf24-4e84-8168-b912d39b539f,586.14,2024-04-03,Completed
fbe58676-b5db-4d5b-9827-cc7527be35f1,8d447dfe-33c9-475a-9bd4-aa5bad5cdcb8,280.32,2024-06-05,Completed
bc5d2446-d4b9-4a86-8904-44e64d34281b,e6eb2ce2-f526-4b3e-ac7f-c10df8235c6f,363.39,2024-02-16,Pending
035b96f0-ce07-4100-9bbc-d56ef62f01bf,9de6b619-b456-4b99-acd3-a8ad50623261,131.82,2024-02-25,Completed
ed394f4a-934c-4adb-b601-1569a15db6b5,db8e5638-82a9-416c-9502-6b6dcc1999c9,621.87,2024-01-03,Failed
ae1556f1-caff-47a3-b50b-c12de79e90ac,64be6ac6-112a-4621-9b4a-fef9f4da0b09,931.38,2024-03-07,Pending
8b412db8-ccff-46dc-9e55-ada76baa5d72,735f6009-3c45-4b40-9521-e9a295362ff4,938.57,2024-05-31,Completed
75bd0131-6d52-4aa6-961c-11c6db15b260,a98d9008-ced5-4c52-a72e-dd97a825bd15,652.07,2024-08-02,Pending
ca00a821-f523-4f8a-898c-1ba6d050b2cc,11aea08e-9d38-4dde-a70c-aad046464b19,537.46,2024-06-08,Completed
5b029232-9b30-4413-ba59-c18b2104f1cd,c62fb39e-0c73-4c1c-af81-2164d128545a,384.46,2024-07-14,Completed
8f4f7c0f-5060-420f-9ace-2ff6dfe2a267,cc39a41b-0fc6-4236-acff-bf1359989337,784.61,2024-01-09,Pending
19f89135-c3d1-45de-8b25-3189936021a0,a66e49ca-9058-46a2-aaff-7f6f20150174,20.13,2024-08-03,Pending
598ebe3d-7dfc-479a-a73e-4438e05d1fdf,31558e7a-6f8c-49c0-8ef1-d1a284e5bf44,966.87,2024-01-26,Failed
6460fb75-52b4-4a7c-b580-2150e1bf36e5,a98d9008-ced5-4c52-a72e-dd97a825bd15,726.58,2024-02-18,Completed
6dc99a27-d5e1-493c-bcd0-ee3113b86094,529bdbc0-09b3-45c8-b8f4-5b0ca0f45e84,929.75,2024-03-03,Failed
be91fa87-cbf4-4a27-a6a6-c367636cc346,6f37dd72-ba84-4701-84cc-bf44f7f3809a,701.41,2024-07-21,Completed
b2b0a240-3e60-46b8-959c-b43ac4483749,c0902024-d478-4303-b590-e505ef1d823a,982.64,2024-05-11,Completed
323266b3-54f7-4bb9-bcad-4c604574552c,35737ad7-762d-4b97-bb1e-f80b63d9a296,516.98,2024-04-17,Completed
